index,pdi,ls,ta,sa,rg,rgn,ze,sm
279,1.0,16,30,9,115.88226120513036,20.246058185552943,29.594,946.613295572902
280,1.0,16,40,0,115.95792265211487,20.259277172152974,28.438,714.304101477309
281,1.0,16,40,1,115.345918481161,20.152352506323403,27.594,818.586553681758
282,1.0,16,40,2,120.97773457538514,21.13630013685987,26.438,889.351389200508
283,1.0,16,40,3,110.78857947248883,19.35612925540205,26.656,782.437158925614
284,1.0,16,40,4,108.17724074998424,18.89989622052514,27.781,799.366687096617
285,1.0,16,40,5,106.43895316048231,18.59619597068291,26.781,819.737241240627
286,1.0,16,40,6,110.72722217460556,19.34540937981337,28.25,834.494137869319
287,1.0,16,40,7,111.98958831600456,19.565960291440778,26.469,823.56267390678
288,1.0,16,40,8,112.6754606840163,19.68579064102334,27.094,722.225291520631
289,1.0,16,40,9,111.76278211215464,19.52633445438655,28.344,848.29035145228
290,1.0,16,50,0,111.78228665856749,19.52974213885396,25.406,687.442752353646
291,1.0,16,50,1,110.8742589842498,19.37109852129643,26.188,710.923169733902
292,1.0,16,50,2,119.07543125367994,20.803944318658857,25.156,750.360725407192
293,1.0,16,50,3,108.16686905850962,18.898084158291503,25.844,705.325922341598
294,1.0,16,50,4,105.1078286117209,18.363632118492145,25.531,707.298289435454
295,1.0,16,50,5,102.46340431158542,17.90161862573625,23.594,766.25094605854
296,1.0,16,50,6,107.45886772374274,18.774387605686567,26.031,770.020984845652
297,1.0,16,50,7,108.73566335647544,18.99745952715699,25.062,754.18564645118
298,1.0,16,50,8,110.43348665224742,19.29409016654484,24.656,661.716353836729
299,1.0,16,50,9,107.98064887944123,18.86554919960556,27.094,778.634517423763
300,1.0,24,10,0,143.39286285637846,25.052499102034464,33.062,1148.64829450286
301,1.0,24,10,1,142.0421217069087,24.816507988110857,31.531,1150.06264784578
302,1.0,24,10,2,152.6717912396278,26.673642165633293,32.406,940.918210192001
303,1.0,24,10,3,146.5757829870395,25.608594448251942,32.125,1200.98844759282
304,1.0,24,10,4,148.0783727634016,25.871115387392,31.781,1044.8901703141
305,1.0,24,10,5,138.99608081184616,24.284327130094603,33.5,1264.85351166114
306,1.0,24,10,6,152.72724582429842,26.683330764528595,31.25,1111.84429925858
307,1.0,24,10,7,145.82655838548126,25.47769568325163,32.625,1268.5290427452
308,1.0,24,10,8,143.4648495494176,25.065076063863646,32.781,1218.98728173867
309,1.0,24,10,9,152.27363989081474,26.604080221545445,33.125,1082.43555663567
310,1.0,24,20,0,138.25799959076102,24.15537525089972,31.031,967.176413739113
311,1.0,24,20,1,136.77032203144307,23.895459659729333,31.562,1039.08157425339
312,1.0,24,20,2,147.04762042866994,25.69103026023927,29.375,847.680150060073
313,1.0,24,20,3,140.3656804402914,24.52361305254765,29.156,1044.13446583853
314,1.0,24,20,4,143.25178389762908,25.02785087047691,28.625,867.849710049164
315,1.0,24,20,5,134.09402508640449,23.427877623379928,30.75,1077.98921582914
316,1.0,24,20,6,146.59322637612544,25.61164202315008,28.312,976.103182721947
317,1.0,24,20,7,140.27858175212106,24.50839583905661,30.094,1117.85500489441
318,1.0,24,20,8,137.718849446765,24.061179080816625,29.562,1001.18052166467
319,1.0,24,20,9,146.0310702254413,25.51342642036709,28.906,982.631724494853
320,1.0,24,30,0,132.40820173003783,23.133343521191968,28.969,861.675380578517
321,1.0,24,30,1,132.41348673932856,23.134266877402823,28.75,900.110143985365
322,1.0,24,30,2,142.01325968421676,24.81146543729508,26.812,718.228409122081
323,1.0,24,30,3,134.73795995939892,23.540380976099925,26.469,868.491500278601
324,1.0,24,30,4,138.39915566372875,24.180036955260924,27.219,721.655317204303
325,1.0,24,30,5,131.07708072778854,22.90078028862055,28.219,914.206797109415
326,1.0,24,30,6,141.77026621916417,24.76901148635383,26.562,872.673395373423
327,1.0,24,30,7,135.9558014697906,23.75315288634532,25.844,977.277671592611
328,1.0,24,30,8,134.00355203105414,23.41207086638538,28.688,928.948400174701
329,1.0,24,30,9,139.8528737984404,24.434019416723828,28.219,832.451919255212
330,1.0,24,40,0,129.43015511546548,22.61304210136386,25.906,758.989481312613
331,1.0,24,40,1,128.22386427801703,22.402288235934467,26.094,808.06075296986
332,1.0,24,40,2,137.7026005240671,24.058340193906982,25.75,685.4301115381
333,1.0,24,40,3,129.77265192756334,22.67288051247171,24.625,741.336287745479
334,1.0,24,40,4,134.14226836998867,23.436306319164338,25.625,689.036607462765
335,1.0,24,40,5,126.096192221194,22.030557724169928,25.812,867.167144323916
336,1.0,24,40,6,138.2489863182948,24.153800521196523,24.781,799.359120528045
337,1.0,24,40,7,131.8086847451724,23.02860052055853,26.5,862.065473121277
338,1.0,24,40,8,130.72830922290257,22.839845611406368,26.812,842.071799608124
339,1.0,24,40,9,135.30993943764088,23.64031283518688,25.875,752.528273196616
340,1.0,24,50,0,125.77111537558623,21.973762795744257,25.969,668.569570890094
341,1.0,24,50,1,125.68955199149669,21.95951266804641,25.625,731.337428852716
342,1.0,24,50,2,132.6444481113617,23.17461867351181,23.312,610.301188640379
343,1.0,24,50,3,125.72402690925146,21.965535860755523,24.094,703.162564666585
344,1.0,24,50,4,130.75440066189805,22.84440410712913,22.188,605.353902684118
345,1.0,24,50,5,123.41290538152155,21.56175446714364,23.719,764.962624294164
346,1.0,24,50,6,135.89546577519698,23.74261149743296,24.656,736.679114233775
347,1.0,24,50,7,127.33091341681808,22.246278723307924,23.156,768.197838104565
348,1.0,24,50,8,127.61569602792738,22.296033752721325,23.969,737.291823122452
349,1.0,24,50,9,130.66146157842076,22.828166504650326,24.0,683.635416142205
350,1.0,32,10,0,155.7006402706023,27.20281939326622,31.281,1349.04210158985
351,1.0,32,10,1,159.01589604848954,27.782035406839523,33.938,1507.73161530607
352,1.0,32,10,2,163.75479578078966,28.60997955219765,30.656,1157.60826174625
353,1.0,32,10,3,158.94837722811891,27.77023903738981,31.188,1305.68542308274
354,1.0,32,10,4,161.29613454274966,28.180421154162897,31.312,1395.0628587487
